,case_number,year,type,country,age,species_,month,fatal,sex,species_shark,edad_ataques
1531,1959.01.17.b,1959.0,Unprovoked,australia,22.0,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,Y,M,Unspecified,joven
1532,1959.01.17.a,1959.0,Unprovoked,australia,17.0,1.8 m [6'] shark,Jan,N,M,Unspecified,joven
1533,1959.01.15,1959.0,Unprovoked,south africa,18.0,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,N,M,White,joven
1534,1958.12.13,1958.0,Unprovoked,usa,15.0,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,Y,M,Tiger,joven
1535,1958.12.12,1958.0,Unprovoked,american samoa,22.0,Tiger shark,Dec,Y,M,Tiger,joven
1536,1958.11.23,1958.0,Unprovoked,australia,21.0,12' shark,Nov,Y,M,Unspecified,joven
1537,1958.09.06,1958.0,Unprovoked,bahamas,42.0,200-lb shark,Sep,N,M,Unspecified,adulto
1538,1958.07.27.b,1958.0,Unprovoked,usa,12.0,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,Tiger,joven
1539,1958.07.27.a,1958.0,Unprovoked,usa,8.0,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,Tiger,joven
1540,1958.07.04.a,1958.0,Sea Disaster,pacific ocean,31.0,Sharks averaged 1.8 m [6'] in length,Jul,N,M,Unspecified,joven
1541,1958.07.02,1958.0,Provoked,usa,20.0,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,N,M,Unspecified,joven
1542,1958.07.00.b,1958.0,Unprovoked,bahamas,36.0,"Tiger shark, <2 m TL",Jul,N,M,Tiger,adulto
1543,1958.06.26,1958.0,Provoked,usa,59.0,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,N,M,Unspecified,mayor
1544,1958.06.24,1958.0,Unprovoked,usa,17.0,Tiger shark?,Jun,N,M,Tiger,joven
1545,1958.04.19,1958.0,Unprovoked,taiwan,29.0,"Mako shark, 100-kg [221-lb] ",Apr,N,M,Unspecified,joven
1546,1958.04.05,1958.0,Unprovoked,south africa,28.0,3 m [10'] shark,Apr,Y,F,Unspecified,joven
1547,1958.04.03,1958.0,Unprovoked,south africa,29.0,3 m [10'] shark,Apr,Y,M,Unspecified,joven
1548,1958.01.19,1958.0,Unprovoked,australia,14.0,6' shark,Jan,N,M,Unspecified,joven
1549,1957.12.30,1957.0,Unprovoked,south africa,14.0,1.8 m [6'] shark,Dec,N,F,Unspecified,joven
1550,1957.12.23,1957.0,Unprovoked,south africa,23.0,>3 m [10'] shark,Dec,Y,M,Unspecified,joven
1551,1957.07.15,1957.0,Unprovoked,usa,57.0,White shark,Jul,Y,M,White,adulto
1552,1957.05.11,1957.0,Unprovoked,australia,28.0,4.6 m [15'] shark,May,N,M,Unspecified,joven
1553,1957.04.28,1957.0,Unprovoked,usa,25.0,White shark,Apr,Y,M,White,joven
1554,1957.04.22,1957.0,Provoked,usa,17.0,4 m [13'] shark,Apr,N,M,Unspecified,joven
1555,1957.04.13,1957.0,Unprovoked,australia,22.0,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,N,M,Unspecified,joven
1556,1956.12.26,1956.0,Unprovoked,papua new guinea,19.0,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,Y,M,Tiger,joven
1557,1956.10.07,1956.0,Unprovoked,senegal,19.0,Lemon shark,Oct,N,M,Lemon,joven
1558,1956.08.15.a,1956.0,Unprovoked,usa,10.0,"White shark, 2.7 m [9'] ",Aug,N,M,White,joven
1559,1956.03.04,1956.0,Unprovoked,australia,26.0,3.7 m [12'] shark & may have been another shark nearby,Mar,Y,M,Unspecified,joven
1560,1956.02.26,1956.0,Unprovoked,australia,15.0,1.8 m [6'] shark,Feb,Y,M,Unspecified,joven
1561,1955.11.16,1955.0,Unprovoked,papua new guinea,8.0,Wobbegong shark,Nov,N,M,Unspecified,joven
1562,1955.08.08,1955.0,Unprovoked,american samoa,28.0,Blue shark,Aug,Y,M,Unspecified,joven
1563,1955.02.06,1955.0,Unprovoked,usa,19.0,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,N,M,White,joven
1564,1955.02.05,1955.0,Unprovoked,australia,25.0,3.6 m  white shark  (or bronze whaler),Feb,Y,M,White,joven
1565,1955.01.17,1955.0,Unprovoked,australia,13.0,"Bronze whaler shark,3.7 m [12'] ",Jan,Y,M,Unspecified,joven
1566,1954.06.27,1954.0,Unprovoked,australia,30.0,2.4 m [8']  shark,Jun,N,M,Unspecified,joven
1567,1954.01.22.a,1954.0,Unprovoked,argentina,18.0,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,N,M,White,joven
1568,1954.01.15,1954.0,Unprovoked,papua new guinea,26.0,14' shark,Jan,N,M,Unspecified,joven
1569,1953.08.00,1953.0,Invalid,mexico,19.0,Invalid,Aug,,M,Unspecified,joven
1570,1953.07.26,1953.0,Unprovoked,usa,15.0,3 m [10'] shark seen in vicinity,Jul,Y,M,Unspecified,joven
1571,1953.02.15,1953.0,Unprovoked,australia,25.0,Wobbegong shark,Feb,N,M,Unspecified,joven
1572,1952.12.21,1952.0,Unprovoked,australia,25.0,2.4 m [8'] shark,Dec,N,M,Unspecified,joven
1573,1952.12.07,1952.0,Unprovoked,usa,17.0,"White shark,4.6 m [15'] ",Dec,Y,M,White,joven
1574,1951.12.06,1951.0,Unprovoked,australia,21.0,2.4 m [8']  shark,Dec,Y,M,Unspecified,joven
1575,1951.11.29,1951.0,Unprovoked,south africa,23.0,"White shark, 1.8 m [6'] ",Nov,N,M,White,joven
1576,1951.11.28.a,1951.0,Unprovoked,south africa,24.0,"White shark, 2.4 m [8'] ",Nov,N,M,White,joven
1577,1951.03.26,1951.0,Provoked,australia,23.0,"Wobbegong shark, 4'",Mar,N,M,Unspecified,joven
1578,1951.02.19,1951.0,Unprovoked,south africa,31.0,136-kg [300-lb] shark,Feb,N,M,Unspecified,joven
1579,1950.11.25,1950.0,Unprovoked,australia,21.0,"White shark, 3m, seen in area and hooked 3 days later",Nov,N,M,White,joven
1580,1950.10.08,1950.0,Unprovoked,usa,31.0,White shark,Oct,N,M,White,joven
1581,1950.10.04,1950.0,Unprovoked,australia,25.0,4' shark,Oct,N,M,Unspecified,joven
1582,1950.08.06,1950.0,Provoked,el salvador,27.0,"1,100-lb shark",Aug,N,M,Unspecified,joven
1583,1950.02.11,1950.0,Unprovoked,south africa,14.0,"White shark, 3.7 m [12']  according to witnesses",Feb,Y,M,White,joven
1584,1950.00.00.i,1950.0,Unprovoked,indonesia,,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",,Y,M,Tiger,
1585,1949.11.20,1949.0,Unprovoked,australia,36.0,6' shark,Nov,N,M,Unspecified,adulto
1586,1949.04.17,1949.0,Unprovoked,australia,13.0,"3.3 m [10'9""] shark",Apr,Y,M,Unspecified,joven
1587,1949.01.23,1949.0,Unprovoked,australia,20.0,"White shark, 3.6 m [11'9""] ",Jan,Y,M,White,joven
1588,1949.01.14,1949.0,Invalid,australia,32.0,Invalid,Jan,,M,Unspecified,adulto
1589,1948.09.22,1948.0,Unprovoked,greece,17.0,Said to be 6.4 m [21'] shark,Sep,Y,M,Unspecified,joven
1590,1948.00.00.d,1948.0,Provoked,usa,48.0,Nurse shark,,N,M,Unspecified,adulto
1591,1947.12.21,1947.0,Unprovoked,australia,9.0,Grey nurse shark,Dec,N,M,Grey,joven
1592,1947.08.04,1947.0,Unprovoked,usa,20.0,Possibly C. leucas,Aug,Y,M,Unspecified,joven
1593,1947.04.20,1947.0,Unprovoked,south africa,21.0,"1.5 m, 45-kg shark",Apr,N,M,Unspecified,joven
1594,1947.03.09,1947.0,Unprovoked,south africa,22.0,"Blacktip shark, 2 m [6.75'] ",Mar,N,M,Unspecified,joven
1595,1947.01.05,1947.0,Unprovoked,south africa,18.0,>1.6 m shark,Jan,N,M,Unspecified,joven
1596,1946.08.18,1946.0,Unprovoked,australia,30.0,4.3 m [14'] shark,Aug,Y,M,Unspecified,joven
1597,1946.02.10.b,1946.0,Unprovoked,australia,18.0,"White shark, 4.2 m [13'9""] ",Feb,N,M,White,joven
1598,1946.01.07,1946.0,Unprovoked,south africa,18.0,1.5 m [5'] shark,Jan,N,M,Unspecified,joven
1599,1945.03.06,1945.0,Unprovoked,south africa,37.0,Thought to involve a Zambesi shark,Mar,N,M,Unspecified,adulto
1600,1945.00.00.a,1945.0,Unprovoked,iraq,15.0,Bull shark,,N,M,Bull,joven
1601,1944.07.22,1944.0,Unprovoked,south africa,17.0,"White shark, according to witnesses",Jul,Y,M,White,joven
1602,1943.09.23,1943.0,Unprovoked,panama,20.0,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,Y,M,White,joven
1603,1943.07.00.a,1943.0,Invalid,mexico,28.70969899665552,Invalid,Jul,,M,Unspecified,mayor
1604,1942.12.26,1942.0,Unprovoked,australia,15.0,Bull shark,Dec,Y,F,Bull,joven
1605,1942.11.01,1942.0,Unprovoked,south africa,18.0,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,Y,M,White,joven
1606,1942.09.12.a,1942.0,Unprovoked,australia,24.0,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,N,M,Tiger,joven
1607,1942.01.04,1942.0,Unprovoked,australia,28.0,"Bull shark, 4 m [13'] ",Jan,Y,F,Bull,joven
1608,1942.00.00.f,1942.0,Unprovoked,bahamas,48.0,1.2 m to 1.5 m [4' to 5'] shark,,N,M,Unspecified,adulto
1609,1941.06.15,1941.0,Provoked,usa,43.0,2.1 m [7'] shark,Jun,N,M,Unspecified,adulto
1610,1941.03.09,1941.0,Provoked,usa,53.0,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,N,M,Unspecified,adulto
1611,1940.03.31,1940.0,Unprovoked,south africa,25.0,"White shark, species identity confirmed by tooth pattern",Mar,Y,M,White,joven
1612,1940.02.22,1940.0,Unprovoked,south africa,17.0,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,Y,M,White,joven
1613,1940.01.23,1940.0,Unprovoked,australia,13.0,3 m [10'] shark,Jan,Y,M,Unspecified,joven
1614,1940.01.07,1940.0,Unprovoked,south africa,18.0,2.4 m [8'] shark,Jan,Y,M,Unspecified,joven
1615,1939.12.14,1939.0,Unprovoked,australia,20.0,2.6 m [8.5'] shark landed 2 hours later,Dec,Y,M,Unspecified,joven
1616,1939.07.16,1939.0,Provoked,bahamas,38.0,"Nurse shark, 2.1 m [7']",Jul,N,M,Unspecified,adulto
1617,1938.10.05,1938.0,Provoked,australia,18.0,"Tiger shark, 6'",Oct,N,M,Tiger,joven
1618,1938.05.15,1938.0,Unprovoked,iraq,,Bull shark,May,N,M,Bull,
1619,1938.01.14,1938.0,Invalid,australia,24.0,Questionable incident,Jan,,M,Unspecified,joven
1620,1937.10.27.b,1937.0,Unprovoked,australia,25.0,Tiger shark,Oct,Y,M,Tiger,joven
1621,1937.10.27.a,1937.0,Unprovoked,australia,18.0,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,Y,M,Tiger,joven
1622,1937.08.31,1937.0,Unprovoked,australia,38.0,"Tiger shark, 9' to 10' ",Aug,N,M,Tiger,adulto
1623,1937.05.15,1937.0,Unprovoked,australia,33.0,2 days later a 600-lb shark was caught 100 yards from the site,May,Y,M,Unspecified,adulto
1624,1937.02.13,1937.0,Unprovoked,australia,32.0,White shark,Feb,Y,M,White,adulto
1625,1936.07.25,1936.0,Unprovoked,usa,16.0,White shark (identified by Dr. Hugh Smith) ,Jul,Y,M,White,joven
1626,1936.04.22,1936.0,Unprovoked,australia,16.0,"Tiger shark, 4.6 m [15'] ",Apr,N,M,Tiger,joven
1627,1936.02.04,1936.0,Unprovoked,australia,14.0,White shark,Feb,Y,M,White,joven
1628,1936.01.22,1936.0,Unprovoked,australia,13.0,White shark,Jan,Y,M,White,joven
1629,1935.08.26,1935.0,Unprovoked,australia,38.0,3.7 m [12'] shark,Aug,Y,M,Unspecified,adulto
1630,1935.03.09,1935.0,Unprovoked,australia,27.0,"White shark, 4 m [13'] ",Mar,Y,M,White,joven
1631,1935.03.02,1935.0,Unprovoked,australia,22.0,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,Y,M,White,joven
1632,1934.12.31.b,1934.0,Unprovoked,australia,13.0,"Tiger shark, 1.5 m [5'] ",Dec,N,F,Tiger,joven
1633,1934.04.01.a,1934.0,Unprovoked,australia,15.0,4.3 m [14'] shark seen in vicinity,Apr,Y,M,Unspecified,joven
1634,1934.03.12,1934.0,Unprovoked,australia,17.0,4 m [13'] shark seen in vicinity,Mar,Y,M,Unspecified,joven
1635,1934.01.07,1934.0,Unprovoked,australia,22.0,4.3 m [14'] shark seen in area previous week,Jan,N,M,Unspecified,joven
1636,1932.10.31,1932.0,Unprovoked,australia,24.0,Thought to involve a mako or grey nurse shark,Oct,N,M,Grey,joven
1637,1932.00.00,1932.0,Unprovoked,south africa,23.0,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,N,M,Unspecified,joven
1638,1931.02.10,1931.0,Invalid,australia,39.0,Shark involvement prior to death unconfirmed,Feb,,M,Unspecified,adulto
1639,1931.01.07,1931.0,Unprovoked,australia,18.0,1.5 m [5'] shark,Jan,N,M,Unspecified,joven
1640,1930.02.15,1930.0,Unprovoked,australia,18.0,White shark 4.9 m [16'] ,Feb,Y,M,White,joven
1641,1930.01.16,1930.0,Unprovoked,south africa,23.0,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,N,M,White,joven
1642,1929.04.11,1929.0,Provoked,australia,19.0,"Grey nurse shark, 4' ",Apr,N,M,Grey,joven
1643,1929.02.08,1929.0,Unprovoked,australia,39.0,Galapagos shark,Feb,Y,M,Unspecified,adulto
1644,1929.01.12,1929.0,Unprovoked,australia,14.0,12' shark,Jan,Y,M,Unspecified,joven
1645,1928.11.04,1928.0,Unprovoked,panama,17.0,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,Y,M,Unspecified,joven
1646,1928.04.06,1928.0,Unprovoked,australia,15.0,4' shark,Apr,N,M,Unspecified,joven
1647,1928.01.00,1928.0,Unprovoked,south africa,18.0,1.2 m [4'] shark,Jan,N,M,Unspecified,joven
1648,1927.12.28,1927.0,Unprovoked,south africa,17.0,"White shark, 4.4 m [14.5'] . ",Dec,Y,M,White,joven
1649,1927.03.01,1927.0,Unprovoked,australia,17.0,Grey nurse shark?,Mar,N,M,Grey,joven
1650,1927.01.03,1927.0,Unprovoked,australia,15.0,3.7 m [12'] shark,Jan,Y,M,Unspecified,joven
1651,1926.10.23.b,1926.0,Unprovoked,australia,17.0,"Grey nurse shark, 4'",Oct,N,M,Grey,joven
1652,1926.07.23,1926.0,Unprovoked,italy,20.0,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,Y,M,White,joven
1653,1926.07.08,1926.0,Unprovoked,usa,15.0,1.5 m [5'] white shark or sevengill shark,Jul,N,M,White,joven
1654,1925.11.22,1990.1351674641148,Unprovoked,australia,55.0,"Tiger shark, 4 m [13'] female",Nov,Y,M,Tiger,adulto
1655,1925.03.27,1990.1351674641148,Unprovoked,australia,16.0,Said to be a small shark,Mar,N,M,Unspecified,joven
1656,1924.01.19,1990.1351674641148,Unprovoked,australia,16.0,3 m [10'] shark,Jan,Y,M,Unspecified,joven
1657,1922.12.05,1990.1351674641148,Unprovoked,australia,19.0,"2.7 m [9'] ""blue"" shark",Dec,Y,M,Unspecified,joven
1658,1922.05.24,1990.1351674641148,Unprovoked,jamaica,19.0,6' shark,,Y,M,Unspecified,joven
1659,1922.05.06,1990.1351674641148,Unprovoked,south africa,18.0,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,N,M,White,joven
1660,1922.03.02,1990.1351674641148,Unprovoked,australia,21.0,"White shark, 2.4 m [8'] ",Mar,Y,M,White,joven
1661,1922.02.04,1990.1351674641148,Unprovoked,australia,18.0,White shark,Feb,Y,M,White,joven
1662,1919.01.09,1990.1351674641148,Unprovoked,australia,13.0,12' shark,Jan,Y,M,Unspecified,joven
1663,1916.07.01,1990.1351674641148,Unprovoked,usa,24.0,Thought to involve a 2.6 m [8.5'] white shark,Jul,Y,M,White,joven
1664,1912.01.26,1990.1351674641148,Unprovoked,australia,21.0,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,Y,M,Unspecified,joven
1665,1906.01.20,1990.1351674641148,Unprovoked,south africa,30.0,1.8 m to 2.7 m [6' to 9'] shark,Jan,Y,M,Unspecified,joven
1666,1905.03.26,1990.1351674641148,Unprovoked,australia,40.0,5' shark,Mar,N,M,Unspecified,adulto
1667,1901.07.30,1990.1351674641148,Unprovoked,south africa,29.0,White shark,Jul,Y,M,White,joven
1668,1894.11.28,1975.0,Unprovoked,australia,19.0,10' to 12' shark,Nov,N,M,Unspecified,joven
1669,1892.03.02,1975.0,Provoked,australia,21.0,12' shark,Mar,N,M,Unspecified,joven
1670,1880.11.25,1975.0,Unprovoked,australia,12.0,Bull shark,Nov,Y,M,Bull,joven
1671,1868.05.13,1975.0,Unprovoked,india,35.0,Identified as C. gangeticus by Dr. J. Fayrer,May,Y,M,Unspecified,adulto
